Step,Agent_ID,Agent_Type,Neighbor_0,Neighbor_1,Neighbor_2,Neighbor_3,Neighbor_4,Neighbor_5,Neighbor_6,Neighbor_7,Happy
0,0,1,1,1,0,1,1,1,1,0,1
0,1,1,1,0,1,1,1,1,0,1,1
0,2,1,0,1,1,1,0,0,1,0,1
0,3,2,1,0,1,0,2,0,2,2,1
0,4,2,0,1,2,2,1,2,2,1,1
0,5,1,1,2,2,2,1,2,1,1,1
0,6,1,2,2,1,1,0,1,1,1,1
0,7,1,1,1,1,0,1,1,1,1,1
0,8,1,1,1,1,1,0,1,0,0,1
0,9,1,1,1,0,0,0,0,1,1,1
0,10,2,0,2,2,0,2,1,2,0,1
0,11,2,2,2,1,2,1,2,0,2,1
0,12,1,2,1,1,2,1,0,2,2,1
0,13,1,1,1,0,1,1,2,2,1,1
0,14,1,1,0,1,1,1,2,1,1,1
0,15,1,0,1,1,1,1,1,1,0,1
0,16,1,0,1,0,0,1,1,2,2,1
0,17,1,1,0,2,1,2,2,2,1,1
0,18,2,0,2,2,1,0,2,1,1,1
0,19,2,2,1,1,0,2,1,1,0,0
0,20,2,1,1,1,0,1,1,0,1,0
0,21,1,1,1,1,0,1,0,1,1,1
0,22,1,1,1,1,1,0,1,1,1,1
0,23,1,1,0,0,1,1,0,1,2,1
0,24,1,0,0,1,1,2,1,2,0,1
0,25,2,0,1,1,1,2,2,0,0,0
0,26,2,1,1,2,0,1,0,0,2,0
0,27,1,1,2,0,0,1,0,2,1,1
0,28,1,2,0,0,1,1,2,1,1,1
0,29,1,0,0,0,1,0,1,1,1,1
0,30,1,0,1,1,0,1,1,1,2,1
0,31,1,1,1,0,1,1,1,2,1,1
0,32,1,1,1,1,2,2,0,1,0,1
0,33,2,1,1,0,1,0,1,0,2,0
0,34,2,0,1,1,0,1,1,1,1,0
0,35,1,1,1,1,0,1,1,1,0,1
0,36,1,1,1,0,1,1,1,0,1,1
0,37,1,1,0,1,1,1,0,1,1,1
0,38,1,0,1,1,1,2,1,1,0,1
0,39,1,2,1,0,0,0,1,2,1,1
0,40,1,2,0,0,2,1,1,0,2,0
0,41,1,0,0,1,0,1,0,2,1,1
0,42,1,0,1,1,1,0,2,1,1,1
0,43,1,1,1,1,0,1,1,1,1,1
0,44,1,1,1,2,1,0,1,1,1,1
0,45,1,1,0,2,2,1,1,1,2,1
0,46,1,0,2,0,1,0,1,2,0,0
0,47,2,0,1,1,1,1,0,1,0,0
0,48,1,1,1,0,0,1,1,0,2,1
0,49,1,1,0,1,1,1,0,2,1,1
0,50,1,0,1,1,1,1,2,1,1,1
0,51,1,1,1,0,1,1,1,1,1,1
0,52,1,1,0,1,1,2,1,1,1,1
0,53,1,1,2,1,1,1,0,1,2,1
0,54,1,2,1,0,1,2,1,2,1,1
0,55,1,1,0,1,0,0,1,0,1,1
0,56,2,1,1,1,0,1,1,1,1,0
0,57,1,1,1,1,0,1,1,1,1,1
0,58,1,1,1,1,1,1,1,1,0,1
0,59,1,1,1,2,1,1,1,0,1,1
0,60,1,1,1,1,0,2,1,1,0,1
0,61,2,1,1,2,1,1,1,0,1,0
0,62,1,1,2,0,0,1,0,1,1,1
0,63,1,2,0,1,1,0,1,1,0,1
0,64,1,1,0,0,0,1,0,1,2,1
0,65,1,0,0,1,1,1,1,2,2,1
0,66,1,0,1,1,1,1,2,2,1,1
0,67,1,1,1,1,1,0,2,1,1,1
0,68,1,0,1,0,1,0,1,1,1,1
0,69,1,0,1,1,0,1,1,1,2,1
0,70,1,1,1,0,1,0,1,2,2,1
0,71,1,0,1,1,0,2,2,2,1,1
0,72,2,1,1,1,1,2,2,1,1,0
0,73,2,1,1,1,0,1,1,1,0,0
0,74,1,1,1,0,0,1,1,0,1,1
0,75,1,1,0,1,1,1,0,1,1,1
1,0,1,1,1,0,1,1,1,1,0,1
1,1,1,1,0,1,1,1,1,0,1,1
1,2,1,0,1,1,1,2,0,1,2,1
1,3,2,1,0,1,2,2,2,2,2,1
1,4,2,0,1,0,2,1,2,2,1,1
1,5,1,1,0,0,2,1,2,1,1,1
1,6,1,0,0,1,1,0,1,1,1,1
1,7,1,1,1,1,0,1,1,1,1,1
1,8,1,1,1,1,1,0,1,0,1,1
1,9,1,1,1,2,0,2,1,1,1,1
1,10,2,2,2,2,2,2,1,2,2,1
1,11,2,2,2,1,2,1,2,2,2,1
1,12,1,2,1,1,2,1,2,2,0,1
1,13,1,1,1,0,1,1,2,0,1,1
1,14,1,1,0,1,1,1,0,1,1,1
1,15,1,0,1,1,1,1,1,1,0,1
1,16,1,0,1,2,1,1,1,0,0,1
1,17,1,1,2,2,1,2,0,0,1,1
1,18,2,2,2,2,1,2,0,1,1,1
1,19,2,0,2,0,0,0,1,0,1,0
1,20,2,1,0,1,1,0,0,1,1,0
1,21,1,1,1,1,0,1,2,1,1,1
1,22,1,1,1,1,1,0,1,1,1,1
1,23,1,1,0,1,1,1,2,1,0,1
1,24,1,0,1,1,1,0,1,0,2,1
1,25,2,1,2,2,1,2,1,1,2,1
1,26,2,1,1,1,1,1,1,2,1,0
1,27,1,1,2,2,2,1,2,0,1,1
1,28,1,2,2,2,1,1,0,1,1,1
1,29,1,2,2,0,1,2,1,1,1,1
1,30,1,0,1,1,2,1,1,1,0,1
1,31,1,1,1,0,1,1,1,0,1,1
1,32,1,1,1,1,0,0,2,1,0,1
1,33,2,1,0,2,0,2,0,2,0,1
1,34,2,2,1,0,1,1,1,1,1,0
1,35,1,1,1,1,0,1,1,1,0,1
1,36,1,1,1,2,1,1,1,0,1,1
1,37,1,1,2,1,1,1,0,1,1,1
1,38,1,2,1,1,1,0,1,1,2,1
1,39,1,0,1,0,2,0,1,0,1,1
1,40,1,1,0,1,0,1,1,1,0,1
1,41,1,2,0,1,0,1,1,0,1,1
1,42,1,0,1,1,1,0,0,1,1,1
1,43,1,1,1,1,0,1,1,1,1,1
1,44,1,1,1,0,1,2,1,1,1,1
1,45,1,1,0,2,0,0,1,1,0,1
1,46,1,2,0,1,0,0,0,0,1,0
1,47,2,2,0,1,1,1,1,1,1,0
1,48,1,1,1,0,0,1,1,0,0,1
1,49,1,1,0,1,1,1,0,0,1,1
1,50,1,0,1,1,1,1,0,1,1,1
1,51,1,1,1,2,1,1,1,1,1,1
1,52,1,1,2,1,1,0,1,1,1,1
1,53,1,1,0,1,1,1,0,1,0,1
1,54,1,0,1,1,1,0,1,0,1,1
1,55,1,0,0,1,0,0,1,0,1,1
1,56,2,1,1,0,1,2,1,2,2,1
1,57,1,1,1,1,0,1,1,1,1,1
1,58,1,1,1,1,1,1,1,1,0,1
1,59,1,1,1,0,1,1,1,0,1,1
1,60,1,1,1,1,0,0,1,1,0,1
1,61,2,1,0,1,1,1,1,1,0,0
1,62,1,1,0,0,0,1,0,1,1,1
1,63,1,0,0,1,1,0,1,1,0,1
1,64,1,1,0,0,0,1,0,1,2,1
1,65,1,0,0,1,1,1,1,2,0,1
1,66,1,0,1,1,1,1,2,0,1,1
1,67,1,1,1,1,1,0,0,1,1,1
1,68,1,0,1,0,1,0,1,1,1,1
1,69,1,0,1,1,0,1,1,1,2,1
1,70,1,1,1,0,1,0,1,2,2,1
1,71,1,0,1,1,0,2,2,2,1,1
1,72,2,2,1,1,2,0,1,1,0,0
1,73,2,2,2,1,2,0,1,1,1,1
1,74,1,1,1,0,0,1,1,2,1,1
1,75,1,1,0,1,1,1,2,1,1,1
2,0,1,1,1,0,1,1,1,1,0,1
2,1,1,1,0,1,1,1,1,0,1,1
2,2,1,0,1,1,1,2,0,1,2,1
2,3,2,1,0,1,2,2,2,2,2,1
2,4,2,0,1,2,2,1,2,2,1,1
2,5,1,1,2,0,2,1,2,1,1,1
2,6,1,2,0,1,1,2,1,1,1,1
2,7,1,1,1,1,2,1,1,1,1,1
2,8,1,1,1,1,1,0,1,0,1,1
2,9,1,1,1,2,0,2,1,1,1,1
2,10,2,2,2,2,2,2,1,2,2,1
2,11,2,2,2,1,2,1,2,2,0,1
2,12,1,2,1,1,2,1,2,0,0,1
2,13,1,1,1,2,1,1,0,0,1,1
2,14,1,1,2,1,1,1,0,1,1,1
2,15,1,2,1,1,1,1,1,1,0,1
2,16,1,0,1,2,1,1,1,2,2,1
2,17,1,1,2,2,1,2,2,2,1,1
2,18,2,2,2,2,1,2,2,1,1,1
2,19,2,1,1,2,2,1,2,2,0,1
2,20,2,0,2,2,0,0,1,1,0,0
2,21,1,1,1,1,0,1,0,1,1,1
2,22,1,1,1,1,1,0,1,1,1,1
2,23,1,1,0,1,1,1,0,1,0,1
2,24,1,0,1,1,1,2,1,0,2,1
2,25,2,1,2,2,1,2,1,1,2,1
2,26,2,2,2,1,2,0,0,0,1,1
2,27,1,1,2,2,2,1,2,0,1,1
2,28,1,2,2,0,1,1,0,1,1,1
2,29,1,2,0,0,1,0,1,1,1,1
2,30,1,0,1,1,0,1,1,1,0,1
2,31,1,1,1,0,1,1,1,0,1,1
2,32,1,1,1,1,0,0,0,1,0,1
2,33,2,1,2,2,0,2,0,0,0,1
2,34,2,0,1,1,1,1,1,1,1,0
2,35,1,1,1,1,0,1,1,1,2,1
2,36,1,1,1,0,1,1,1,2,1,1
2,37,1,1,0,1,1,1,2,1,1,1
2,38,1,0,1,1,1,0,1,1,0,1
2,39,1,0,1,0,0,0,1,0,1,1
2,40,1,1,0,1,0,1,1,1,2,1
2,41,1,2,0,1,0,1,0,0,1,1
2,42,1,0,1,1,1,2,0,1,1,1
2,43,1,1,1,1,2,1,1,1,1,1
2,44,1,1,1,0,1,0,1,1,1,1
2,45,1,1,0,0,0,1,1,1,0,1
2,46,1,0,0,0,1,0,1,0,0,0
2,47,2,1,1,1,1,0,2,1,1,0
2,48,1,1,1,2,0,1,1,0,2,1
2,49,1,1,2,1,1,1,0,2,1,1
2,50,1,2,1,1,1,1,2,1,1,1
2,51,1,1,1,0,1,1,1,1,1,1
2,52,1,1,0,1,1,1,1,1,1,1
2,53,1,1,1,1,1,1,2,1,0,1
2,54,1,1,1,0,1,0,1,0,1,1
2,55,1,0,0,1,0,0,1,0,1,1
2,56,2,1,1,0,1,2,1,2,2,1
2,57,1,1,1,1,2,1,1,1,1,1
2,58,1,1,1,1,1,1,1,1,2,1
2,59,1,1,1,1,1,1,1,2,1,1
2,60,1,1,1,1,2,0,1,1,2,1
2,61,2,1,1,1,1,2,0,2,2,1
2,62,1,1,0,0,0,1,2,1,1,1
2,63,1,0,0,1,1,0,1,1,0,1
2,64,1,1,0,2,0,1,0,1,0,1
2,65,1,0,2,1,1,1,1,0,0,1
2,66,1,2,1,1,1,1,0,0,1,1
2,67,1,1,1,1,1,2,0,1,1,1
2,68,1,2,1,0,1,2,1,1,1,1
2,69,1,0,1,1,2,1,1,1,2,1
2,70,1,1,1,0,1,0,1,2,2,1
2,71,1,0,1,1,0,0,2,2,1,1
2,72,2,1,1,1,1,1,1,1,1,0
2,73,2,2,2,1,2,0,1,1,1,1
2,74,1,1,1,2,0,1,1,0,1,1
2,75,1,1,2,1,1,1,0,1,1,1
3,0,1,1,1,2,1,1,1,1,0,1
3,1,1,1,2,1,1,1,1,0,1,1
3,2,1,2,1,1,1,2,0,1,2,1
3,3,2,1,0,1,2,2,2,2,2,1
3,4,2,0,1,0,2,1,2,2,1,1
3,5,1,1,0,0,2,1,2,1,1,1
3,6,1,0,0,1,1,0,1,1,1,1
3,7,1,1,1,1,0,1,1,1,1,1
3,8,1,1,1,1,1,0,1,0,1,1
3,9,1,1,1,2,0,2,1,1,1,1
3,10,2,2,2,2,2,2,1,2,2,1
3,11,2,2,2,1,2,1,2,2,0,1
3,12,1,2,1,1,2,1,2,0,0,1
3,13,1,1,1,0,1,1,0,0,1,1
3,14,1,1,0,1,1,1,0,1,1,1
3,15,1,0,1,1,1,1,1,1,0,1
3,16,1,0,1,2,1,1,1,2,2,1
3,17,1,1,2,2,1,2,2,2,1,1
3,18,2,2,2,2,1,2,2,1,1,1
3,19,2,1,1,2,2,1,2,2,0,1
3,20,2,1,1,1,1,1,1,1,1,0
3,21,1,1,1,1,0,1,2,1,1,1
3,22,1,1,1,1,1,0,1,1,1,1
3,23,1,1,0,1,1,1,0,1,0,1
3,24,1,0,1,1,1,2,1,0,2,1
3,25,2,1,2,2,1,2,1,1,2,1
3,26,2,2,2,1,2,0,0,0,1,1
3,27,1,1,2,2,2,1,2,0,1,1
3,28,1,2,2,0,1,1,0,1,1,1
3,29,1,2,0,0,1,2,1,1,1,1
3,30,1,0,1,1,2,1,1,1,0,1
3,31,1,1,1,0,1,1,1,0,1,1
3,32,1,1,1,1,0,0,0,1,0,1
3,33,2,1,2,2,0,2,0,0,0,1
3,34,2,1,1,1,0,1,1,1,1,0
3,35,1,1,1,1,0,1,1,1,0,1
3,36,1,1,1,2,1,1,1,0,1,1
3,37,1,1,2,1,1,1,0,1,1,1
3,38,1,2,1,1,1,0,1,1,0,1
3,39,1,0,1,0,0,0,1,1,1,1
3,40,1,1,0,1,0,1,1,1,2,1
3,41,1,2,0,1,0,1,0,0,1,1
3,42,1,0,1,1,1,0,0,1,1,1
3,43,1,1,1,1,0,1,1,1,1,1
3,44,1,1,1,0,1,0,1,1,1,1
3,45,1,1,0,0,1,0,1,1,2,1
3,46,1,0,1,0,1,1,1,1,1,1
3,47,2,1,0,1,1,1,1,1,1,0
3,48,1,1,1,0,0,1,1,0,0,1
3,49,1,1,0,1,1,1,0,0,1,1
3,50,1,0,1,1,1,1,0,1,1,1
3,51,1,1,1,0,1,1,1,1,1,1
3,52,1,1,0,1,1,1,1,1,1,1
3,53,1,1,1,1,1,1,0,1,0,1
3,54,1,1,1,0,1,2,1,0,1,1
3,55,1,0,0,1,0,0,1,0,1,1
3,56,2,1,1,2,1,2,1,2,2,1
3,57,1,1,1,1,0,1,1,1,1,1
3,58,1,1,1,1,1,1,1,1,0,1
3,59,1,1,1,1,1,1,1,0,1,1
3,60,1,1,1,1,0,0,1,1,0,1
3,61,2,1,1,1,1,2,0,2,2,1
3,62,1,1,2,0,0,1,0,1,1,1
3,63,1,2,0,1,1,0,1,1,2,1
3,64,1,1,0,0,0,1,2,1,0,1
3,65,1,0,0,1,1,1,1,0,0,1
3,66,1,0,1,1,1,1,0,0,1,1
3,67,1,1,1,1,1,0,0,1,1,1
3,68,1,0,1,0,1,0,1,1,1,1
3,69,1,0,1,1,0,1,1,1,2,1
3,70,1,1,1,0,1,2,1,2,2,1
3,71,1,0,1,1,2,0,2,2,1,1
3,72,2,1,0,0,1,0,0,1,1,0
3,73,2,2,2,1,2,0,1,1,1,1
3,74,1,1,1,0,0,1,1,0,1,1
3,75,1,1,0,1,1,1,0,1,1,1
4,0,1,1,1,0,1,1,1,1,0,1
4,1,1,1,0,1,1,1,1,0,1,1
4,2,1,0,1,1,1,2,0,1,2,1
4,3,2,1,2,1,2,2,2,2,2,1
4,4,2,2,1,0,2,1,2,2,1,1
4,5,1,1,0,0,2,1,2,1,1,1
4,6,1,0,0,1,1,0,1,1,1,1
4,7,1,1,1,1,0,1,1,1,1,1
4,8,1,1,1,1,1,0,1,0,1,1
4,9,1,1,1,2,0,2,1,1,1,1
4,10,2,2,2,2,2,2,1,2,2,1
4,11,2,2,2,1,2,1,2,2,0,1
4,12,1,2,1,1,2,1,2,0,0,1
4,13,1,1,1,0,1,1,0,0,1,1
4,14,1,1,0,1,1,1,0,1,1,1
4,15,1,0,1,1,1,1,1,1,0,1
4,16,1,0,1,2,1,1,1,2,2,1
4,17,1,1,2,2,1,2,2,2,1,1
4,18,2,2,2,2,1,2,2,1,1,1
4,19,2,1,1,2,2,1,2,2,0,1
4,20,2,0,0,1,1,1,1,1,1,0
4,21,1,1,1,1,0,1,0,1,1,1
4,22,1,1,1,1,1,0,1,1,1,1
4,23,1,1,0,1,1,1,2,1,0,1
4,24,1,0,1,1,1,2,1,0,2,1
4,25,2,1,2,2,1,2,1,1,2,1
4,26,2,2,2,1,2,0,0,0,1,1
4,27,1,1,2,2,2,1,2,0,1,1
4,28,1,2,2,0,1,1,0,1,1,1
4,29,1,2,0,0,1,0,1,1,1,1
4,30,1,0,1,1,0,1,1,1,2,1
4,31,1,1,1,0,1,1,1,2,1,1
4,32,1,1,1,1,2,0,0,1,0,1
4,33,2,1,2,2,0,2,0,0,0,1
4,34,2,1,0,1,1,1,2,2,2,1
4,35,1,1,1,1,0,1,1,1,2,1
4,36,1,1,1,0,1,1,1,2,1,1
4,37,1,1,0,1,1,1,2,1,1,1
4,38,1,0,1,1,1,2,1,1,0,1
4,39,1,2,1,0,0,0,1,1,1,1
4,40,1,1,0,1,0,1,1,1,2,1
4,41,1,2,0,1,0,1,0,0,1,1
4,42,1,0,1,1,1,2,0,1,1,1
4,43,1,1,1,1,2,1,1,1,1,1
4,44,1,1,1,2,1,0,1,1,1,1
4,45,1,1,0,0,1,0,1,1,0,1
4,46,1,0,1,0,1,1,1,1,1,1
4,47,2,1,1,1,1,1,1,0,1,0
4,48,1,1,1,2,0,1,1,0,0,1
4,49,1,1,2,1,1,1,0,0,1,1
4,50,1,2,1,1,1,1,0,1,1,1
4,51,1,1,1,0,1,1,1,1,1,1
4,52,1,1,0,1,1,1,1,1,1,1
4,53,1,1,1,1,1,1,2,1,0,1
4,54,1,1,1,0,1,0,1,0,1,1
4,55,1,0,0,1,0,0,1,0,1,1
4,56,2,1,1,2,1,2,1,2,2,1
4,57,1,1,1,1,0,1,1,1,1,1
4,58,1,1,1,1,1,1,1,1,2,1
4,59,1,1,1,1,1,1,1,2,1,1
4,60,1,1,1,1,2,0,1,1,0,1
4,61,2,1,1,1,1,2,0,2,2,1
4,62,1,1,0,0,0,1,0,1,1,1
4,63,1,0,0,1,1,0,1,1,2,1
4,64,1,1,0,0,0,1,2,1,0,1
4,65,1,0,0,1,1,1,1,0,0,1
4,66,1,0,1,1,1,1,0,0,1,1
4,67,1,1,1,1,1,2,0,1,1,1
4,68,1,2,1,0,1,0,1,1,1,1
4,69,1,0,1,1,0,1,1,1,2,1
4,70,1,1,1,0,1,2,1,2,2,1
4,71,1,0,1,1,2,0,2,2,1,1
4,72,2,1,1,1,1,1,1,1,1,0
4,73,2,2,2,1,2,0,1,1,1,1
4,74,1,1,1,2,0,1,1,0,1,1
4,75,1,1,2,1,1,1,0,1,1,1
5,0,1,1,1,0,1,1,1,1,0,1
5,1,1,1,0,1,1,1,1,0,1,1
5,2,1,0,1,1,1,2,0,1,2,1
5,3,2,1,2,1,2,2,2,2,2,1
5,4,2,2,1,0,2,1,2,2,1,1
5,5,1,1,0,0,2,1,2,1,1,1
5,6,1,0,0,1,1,0,1,1,1,1
5,7,1,1,1,1,0,1,1,1,1,1
5,8,1,1,1,1,1,0,1,2,1,1
5,9,1,1,1,2,0,2,1,1,1,1
5,10,2,2,2,2,2,2,1,2,2,1
5,11,2,2,2,1,2,1,2,2,0,1
5,12,1,2,1,1,2,1,2,0,0,1
5,13,1,1,1,0,1,1,0,0,1,1
5,14,1,1,0,1,1,1,0,1,1,1
5,15,1,0,1,1,1,1,1,1,2,1
5,16,1,0,1,2,1,1,1,2,2,1
5,17,1,1,2,2,1,2,2,2,1,1
5,18,2,2,2,2,1,2,2,1,1,1
5,19,2,1,1,2,2,1,2,2,0,1
5,20,2,1,1,1,1,1,1,1,1,0
5,21,1,1,1,1,0,1,0,1,1,1
5,22,1,1,1,1,1,2,1,1,1,1
5,23,1,1,2,1,1,1,0,1,0,1
5,24,1,2,1,1,1,2,1,0,2,1
5,25,2,1,2,2,1,2,1,1,2,1
5,26,2,2,2,1,2,0,2,0,1,1
5,27,1,1,2,2,2,1,2,0,1,1
5,28,1,2,2,0,1,1,0,1,1,1
5,29,1,2,0,0,1,0,1,1,1,1
5,30,1,0,1,1,0,1,1,1,0,1
5,31,1,1,1,2,1,1,1,0,1,1
5,32,1,1,1,1,0,0,0,1,0,1
5,33,2,1,2,2,0,2,0,2,0,1
5,34,2,1,0,1,1,1,2,2,2,1
5,35,1,1,1,1,0,1,1,1,0,1
5,36,1,1,1,0,1,1,1,0,1,1
5,37,1,1,0,1,1,1,0,1,1,1
5,38,1,0,1,1,1,0,1,1,0,1
5,39,1,0,1,0,0,0,1,1,1,1
5,40,1,1,0,1,2,1,1,1,2,1
5,41,1,2,0,1,0,1,0,0,1,1
5,42,1,0,1,1,1,0,0,1,1,1
5,43,1,1,1,1,0,1,1,1,1,1
5,44,1,1,1,0,1,0,1,1,1,1
5,45,1,1,0,2,1,0,1,1,0,1
5,46,1,0,1,0,1,1,1,1,1,1
5,47,2,1,1,0,1,1,1,1,1,0
5,48,1,1,1,0,0,1,1,0,0,1
5,49,1,1,0,1,1,1,0,0,1,1
5,50,1,0,1,1,1,1,0,1,1,1
5,51,1,1,1,0,1,1,1,1,1,1
5,52,1,1,0,1,1,1,1,1,1,1
5,53,1,1,1,1,1,1,0,1,0,1
5,54,1,1,1,0,1,0,1,0,1,1
5,55,1,0,0,1,0,0,1,0,1,1
5,56,2,1,1,2,1,2,1,2,2,1
5,57,1,1,1,1,0,1,1,1,1,1
5,58,1,1,1,1,1,1,1,1,0,1
5,59,1,1,1,1,1,1,1,0,1,1
5,60,1,1,1,1,0,0,1,1,2,1
5,61,2,1,1,1,1,2,0,2,2,1
5,62,1,1,0,0,0,1,2,1,1,1
5,63,1,0,0,1,1,0,1,1,2,1
5,64,1,1,0,0,0,1,2,1,0,1
5,65,1,0,0,1,1,1,1,0,0,1
5,66,1,0,1,1,1,1,0,0,1,1
5,67,1,1,1,1,1,0,0,1,1,1
5,68,1,0,1,0,1,2,1,1,1,1
5,69,1,0,1,1,2,1,1,1,2,1
5,70,1,1,1,0,1,2,1,2,2,1
5,71,1,0,1,1,2,0,2,2,1,1
5,72,2,0,2,2,0,0,1,0,0,0
5,73,2,2,2,1,2,2,1,1,1,1
5,74,1,1,1,0,0,1,1,0,1,1
5,75,1,1,0,1,1,1,0,1,1,1
6,0,1,1,1,2,1,1,1,1,0,1
6,1,1,1,2,1,1,1,1,0,1,1
6,2,1,2,1,1,1,2,0,1,2,1
6,3,2,1,2,1,2,2,2,2,2,1
6,4,2,2,1,0,2,1,2,2,1,1
6,5,1,1,0,0,2,1,2,1,1,1
6,6,1,0,0,1,1,0,1,1,1,1
6,7,1,1,1,1,0,1,1,1,1,1
6,8,1,1,1,1,1,0,1,0,1,1
6,9,1,1,1,2,0,2,1,1,1,1
6,10,2,2,2,2,2,2,1,2,2,1
6,11,2,2,2,1,2,1,2,2,2,1
6,12,1,2,1,1,2,1,2,2,0,1
6,13,1,1,1,0,1,1,2,0,1,1
6,14,1,1,0,1,1,1,0,1,1,1
6,15,1,0,1,1,1,1,1,1,0,1
6,16,1,0,1,2,1,1,1,2,2,1
6,17,1,1,2,2,1,2,2,2,1,1
6,18,2,2,2,2,1,2,2,1,1,1
6,19,2,1,1,2,2,1,2,2,0,1
6,20,2,1,0,1,1,1,1,1,1,0
6,21,1,1,1,1,0,1,2,1,1,1
6,22,1,1,1,1,1,0,1,1,1,1
6,23,1,1,0,1,1,1,0,1,0,1
6,24,1,0,1,1,1,2,1,0,2,1
6,25,2,1,2,2,1,2,1,1,2,1
6,26,2,2,2,1,2,0,0,0,1,1
6,27,1,1,2,2,2,1,2,0,1,1
6,28,1,2,2,2,1,1,0,1,1,1
6,29,1,2,2,0,1,2,1,1,1,1
6,30,1,0,1,1,2,1,1,1,0,1
6,31,1,1,1,0,1,1,1,0,1,1
6,32,1,1,1,1,0,0,0,1,0,1
6,33,2,1,2,2,0,2,0,0,0,1
6,34,2,1,0,1,1,1,2,2,2,1
6,35,1,1,1,1,0,1,1,1,2,1
6,36,1,1,1,2,1,1,1,2,1,1
6,37,1,1,2,1,1,1,2,1,1,1
6,38,1,2,1,1,1,0,1,1,0,1
6,39,1,0,1,0,0,0,1,1,1,1
6,40,1,1,0,1,0,1,1,1,2,1
6,41,1,2,0,1,0,1,0,0,1,1
6,42,1,0,1,1,1,2,0,1,1,1
6,43,1,1,1,1,2,1,1,1,1,1
6,44,1,1,1,0,1,0,1,1,1,1
6,45,1,1,0,0,1,0,1,1,0,1
6,46,1,0,1,0,1,1,1,1,1,1
6,47,2,2,0,1,1,1,1,1,1,0
6,48,1,1,1,2,0,1,1,0,0,1
6,49,1,1,2,1,1,1,0,0,1,1
6,50,1,2,1,1,1,1,0,1,1,1
6,51,1,1,1,0,1,1,1,1,1,1
6,52,1,1,0,1,1,1,1,1,1,1
6,53,1,1,1,1,1,1,0,1,0,1
6,54,1,1,1,0,1,0,1,0,1,1
6,55,1,0,0,1,0,0,1,0,1,1
6,56,2,1,1,2,1,2,1,2,2,1
6,57,1,1,1,1,0,1,1,1,1,1
6,58,1,1,1,1,1,1,1,1,0,1
6,59,1,1,1,1,1,1,1,0,1,1
6,60,1,1,1,1,0,0,1,1,0,1
6,61,2,1,1,1,1,2,0,2,2,1
6,62,1,1,0,0,0,1,0,1,1,1
6,63,1,0,0,1,1,0,1,1,2,1
6,64,1,1,0,0,0,1,2,1,0,1
6,65,1,0,0,1,1,1,1,0,0,1
6,66,1,0,1,1,1,1,0,0,1,1
6,67,1,1,1,1,1,0,0,1,1,1
6,68,1,0,1,0,1,0,1,1,1,1
6,69,1,0,1,1,0,1,1,1,2,1
6,70,1,1,1,0,1,2,1,2,2,1
6,71,1,0,1,1,2,0,2,2,1,1
6,72,2,2,1,1,2,0,1,1,0,0
6,73,2,2,2,1,2,0,1,1,1,1
6,74,1,1,1,0,0,1,1,0,1,1
6,75,1,1,0,1,1,1,0,1,1,1
7,0,1,1,1,0,1,1,1,1,0,1
7,1,1,1,0,1,1,1,1,0,1,1
7,2,1,0,1,1,1,2,0,1,2,1
7,3,2,1,2,1,2,2,2,2,2,1
7,4,2,2,1,0,2,1,2,2,1,1
7,5,1,1,0,0,2,1,2,1,1,1
7,6,1,0,0,1,1,0,1,1,1,1
7,7,1,1,1,1,0,1,1,1,1,1
7,8,1,1,1,1,1,0,1,0,1,1
7,9,1,1,1,2,0,2,1,1,1,1
7,10,2,2,2,2,2,2,1,2,2,1
7,11,2,2,2,1,2,1,2,2,0,1
7,12,1,2,1,1,2,1,2,0,0,1
7,13,1,1,1,0,1,1,0,0,1,1
7,14,1,1,0,1,1,1,0,1,1,1
7,15,1,0,1,1,1,1,1,1,0,1
7,16,1,0,1,2,1,1,1,2,2,1
7,17,1,1,2,2,1,2,2,2,1,1
7,18,2,2,2,2,1,2,2,1,1,1
7,19,2,1,1,2,2,1,2,2,0,1
7,20,2,1,1,1,1,1,1,1,1,0
7,21,1,1,1,1,0,1,2,1,1,1
7,22,1,1,1,1,1,0,1,1,1,1
7,23,1,1,0,1,1,1,2,1,0,1
7,24,1,0,1,1,1,2,1,0,2,1
7,25,2,1,2,2,1,2,1,1,2,1
7,26,2,2,2,1,2,0,0,0,1,1
7,27,1,1,2,2,2,1,2,0,1,1
7,28,1,2,2,0,1,1,0,1,1,1
7,29,1,2,0,0,1,2,1,1,1,1
7,30,1,0,1,1,2,1,1,1,2,1
7,31,1,1,1,0,1,1,1,2,1,1
7,32,1,1,1,1,2,0,0,1,0,1
7,33,2,1,2,2,0,2,0,0,0,1
7,34,2,1,0,1,1,1,2,2,2,1
7,35,1,1,1,1,0,1,1,1,0,1
7,36,1,1,1,2,1,1,1,0,1,1
7,37,1,1,2,1,1,1,0,1,1,1
7,38,1,2,1,1,1,2,1,1,0,1
7,39,1,2,1,0,0,0,1,1,1,1
7,40,1,1,0,1,0,1,1,1,2,1
7,41,1,2,0,1,0,1,2,0,1,1
7,42,1,0,1,1,1,0,0,1,1,1
7,43,1,1,1,1,0,1,1,1,1,1
7,44,1,1,1,2,1,0,1,1,1,1
7,45,1,1,0,0,1,0,1,1,0,1
7,46,1,0,1,0,1,1,1,1,1,1
