Step,Agent_ID,Agent_Type,Neighbor_0,Neighbor_1,Neighbor_2,Neighbor_3,Neighbor_4,Neighbor_5,Neighbor_6,Neighbor_7,Happy
77,67,1,1,1,1,1,0,0,1,1,1
77,68,1,0,1,0,1,0,1,1,1,1
77,69,1,0,1,1,0,1,1,1,2,1
77,70,1,1,1,0,1,2,1,2,2,1
77,71,1,0,1,1,2,0,2,2,1,1
77,72,2,1,0,2,1,2,1,1,0,0
77,73,2,2,2,1,2,0,1,1,1,1
77,74,1,1,1,0,0,1,1,0,1,1
77,75,1,1,0,1,1,1,0,1,1,1
78,0,1,1,1,0,1,1,1,1,0,1
78,1,1,1,0,1,1,1,1,0,1,1
78,2,1,0,1,1,1,2,0,1,2,1
78,3,2,1,2,1,2,2,2,2,2,1
78,4,2,2,1,0,2,1,2,2,1,1
78,5,1,1,0,0,2,1,2,1,1,1
78,6,1,0,0,1,1,0,1,1,1,1
78,7,1,1,1,1,0,1,1,1,1,1
78,8,1,1,1,1,1,0,1,0,1,1
78,9,1,1,1,2,0,2,1,1,1,1
78,10,2,2,2,2,2,2,1,2,2,1
78,11,2,2,2,1,2,1,2,2,0,1
78,12,1,2,1,1,2,1,2,0,0,1
78,13,1,1,1,0,1,1,0,0,1,1
78,14,1,1,0,1,1,1,0,1,1,1
78,15,1,0,1,1,1,1,1,1,0,1
78,16,1,0,1,2,1,1,1,2,2,1
78,17,1,1,2,2,1,2,2,2,1,1
78,18,2,2,2,2,1,2,2,1,1,1
78,19,2,1,1,2,2,1,2,2,0,1
78,20,2,1,1,1,1,1,1,0,1,0
78,21,1,1,1,1,0,1,0,1,1,1
78,22,1,1,1,1,1,0,1,1,1,1
78,23,1,1,0,1,1,1,0,1,0,1
78,24,1,0,1,1,1,2,1,0,2,1
78,25,2,1,2,2,1,2,1,1,2,1
78,26,2,2,2,1,2,0,2,0,1,1
78,27,1,1,2,2,2,1,2,0,1,1
78,28,1,2,2,0,1,1,0,1,1,1
78,29,1,2,0,0,1,0,1,1,1,1
78,30,1,0,1,1,0,1,1,1,0,1
78,31,1,1,1,0,1,1,1,0,1,1
78,32,1,1,1,1,0,0,2,1,0,1
78,33,2,1,2,2,0,2,0,2,0,1
78,34,2,1,0,1,1,1,2,2,2,1
78,35,1,1,1,1,0,1,1,1,0,1
78,36,1,1,1,0,1,1,1,0,1,1
78,37,1,1,0,1,1,1,0,1,1,1
78,38,1,0,1,1,1,0,1,1,2,1
78,39,1,0,1,0,2,0,1,1,1,1
78,40,1,1,0,1,0,1,1,1,2,1
78,41,1,2,0,1,0,1,0,0,1,1
78,42,1,0,1,1,1,0,0,1,1,1
78,43,1,1,1,1,0,1,1,1,1,1
78,44,1,1,1,0,1,2,1,1,1,1
78,45,1,1,0,2,1,0,1,1,0,1
78,46,1,2,1,0,1,1,1,1,1,1
78,47,2,0,2,2,0,0,1,0,0,0
78,48,1,1,1,0,0,1,1,0,0,1
78,49,1,1,0,1,1,1,0,0,1,1
78,50,1,0,1,1,1,1,0,1,1,1
78,51,1,1,1,2,1,1,1,1,1,1
78,52,1,1,2,1,1,1,1,1,1,1
78,53,1,1,1,1,1,1,2,1,0,1
78,54,1,1,1,0,1,0,1,0,1,1
78,55,1,0,0,1,2,0,1,0,1,1
78,56,2,1,1,2,1,2,1,2,2,1
78,57,1,1,1,1,0,1,1,1,1,1
78,58,1,1,1,1,1,1,1,1,2,1
78,59,1,1,1,1,1,1,1,2,1,1
78,60,1,1,1,1,2,0,1,1,0,1
78,61,2,1,1,1,1,2,0,2,2,1
78,62,1,1,0,2,0,1,0,1,1,1
78,63,1,0,2,1,1,0,1,1,2,1
78,64,1,1,0,0,0,1,2,1,0,1
78,65,1,0,0,1,1,1,1,0,0,1
78,66,1,0,1,1,1,1,0,0,1,1
78,67,1,1,1,1,1,2,0,1,1,1
78,68,1,2,1,0,1,0,1,1,1,1
78,69,1,0,1,1,0,1,1,1,2,1
78,70,1,1,1,0,1,2,1,2,2,1
78,71,1,0,1,1,2,0,2,2,1,1
78,72,2,0,0,0,0,1,1,1,0,0
78,73,2,2,2,1,2,0,1,1,1,1
78,74,1,1,1,2,0,1,1,0,1,1
78,75,1,1,2,1,1,1,0,1,1,1
79,0,1,1,1,0,1,1,1,1,0,1
79,1,1,1,0,1,1,1,1,0,1,1
79,2,1,0,1,1,1,2,0,1,2,1
79,3,2,1,2,1,2,2,2,2,2,1
79,4,2,2,1,0,2,1,2,2,1,1
79,5,1,1,0,0,2,1,2,1,1,1
79,6,1,0,0,1,1,0,1,1,1,1
79,7,1,1,1,1,0,1,1,1,1,1
79,8,1,1,1,1,1,0,1,0,1,1
79,9,1,1,1,2,0,2,1,1,1,1
79,10,2,2,2,2,2,2,1,2,2,1
79,11,2,2,2,1,2,1,2,2,0,1
79,12,1,2,1,1,2,1,2,0,0,1
79,13,1,1,1,0,1,1,0,0,1,1
79,14,1,1,0,1,1,1,0,1,1,1
79,15,1,0,1,1,1,1,1,1,0,1
79,16,1,0,1,2,1,1,1,2,2,1
79,17,1,1,2,2,1,2,2,2,1,1
79,18,2,2,2,2,1,2,2,1,1,1
79,19,2,1,1,2,2,1,2,2,0,1
79,20,2,1,0,1,1,1,1,1,1,0
79,21,1,1,1,1,0,1,0,1,1,1
79,22,1,1,1,1,1,0,1,1,1,1
79,23,1,1,0,1,1,1,0,1,0,1
79,24,1,0,1,1,1,2,1,0,2,1
79,25,2,1,2,2,1,2,1,1,2,1
79,26,2,2,2,1,2,2,0,0,1,1
79,27,1,1,2,2,2,1,2,2,1,1
79,28,1,2,2,0,1,1,2,1,1,1
79,29,1,2,0,0,1,0,1,1,1,1
79,30,1,0,1,1,0,1,1,1,0,1
79,31,1,1,1,0,1,1,1,0,1,1
79,32,1,1,1,1,0,0,0,1,0,1
79,33,2,1,2,2,0,2,0,0,0,1
79,34,2,1,0,1,1,1,2,2,2,1
79,35,1,1,1,1,2,1,1,1,0,1
79,36,1,1,1,0,1,1,1,0,1,1
79,37,1,1,0,1,1,1,0,1,1,1
79,38,1,0,1,1,1,0,1,1,0,1
79,39,1,0,1,0,0,0,1,1,1,1
79,40,1,1,0,1,0,1,1,1,2,1
79,41,1,2,2,1,0,1,0,0,1,1
79,42,1,2,1,1,1,0,0,1,1,1
79,43,1,1,1,1,0,1,1,1,1,1
79,44,1,1,1,0,1,0,1,1,1,1
79,45,1,1,0,0,1,0,1,1,0,1
79,46,1,0,1,0,1,1,1,1,1,1
79,47,2,1,1,1,1,1,1,1,1,0
79,48,1,1,1,0,0,1,1,0,2,1
79,49,1,1,0,1,1,1,0,2,1,1
79,50,1,0,1,1,1,1,2,1,1,1
79,51,1,1,1,0,1,1,1,1,1,1
79,52,1,1,0,1,1,1,1,1,1,1
79,53,1,1,1,1,1,1,0,1,0,1
79,54,1,1,1,0,1,0,1,0,1,1
79,55,1,0,0,1,0,0,1,0,1,1
79,56,2,1,1,2,1,2,1,2,2,1
79,57,1,1,1,1,2,1,1,1,1,1
79,58,1,1,1,1,1,1,1,1,0,1
79,59,1,1,1,1,1,1,1,0,1,1
79,60,1,1,1,1,0,0,1,1,0,1
79,61,2,1,1,1,1,2,0,2,2,1
79,62,1,1,0,0,0,1,0,1,1,1
79,63,1,0,0,1,1,0,1,1,2,1
79,64,1,1,0,2,0,1,2,1,0,1
79,65,1,0,2,1,1,1,1,0,0,1
79,66,1,2,1,1,1,1,0,0,1,1
79,67,1,1,1,1,1,0,0,1,1,1
79,68,1,0,1,0,1,0,1,1,1,1
79,69,1,0,1,1,0,1,1,1,2,1
79,70,1,1,1,0,1,2,1,2,2,1
79,71,1,0,1,1,2,0,2,2,1,1
79,72,2,1,1,1,0,1,1,1,1,0
79,73,2,2,2,1,2,0,1,1,1,1
79,74,1,1,1,0,0,1,1,0,1,1
79,75,1,1,0,1,1,1,0,1,1,1
80,0,1,1,1,0,1,1,1,1,0,1
80,1,1,1,0,1,1,1,1,0,1,1
80,2,1,0,1,1,1,2,0,1,2,1
80,3,2,1,2,1,2,2,2,2,2,1
80,4,2,2,1,0,2,1,2,2,1,1
80,5,1,1,0,0,2,1,2,1,1,1
80,6,1,0,0,1,1,0,1,1,1,1
80,7,1,1,1,1,0,1,1,1,1,1
80,8,1,1,1,1,1,0,1,2,1,1
80,9,1,1,1,2,0,2,1,1,1,1
80,10,2,2,2,2,2,2,1,2,2,1
80,11,2,2,2,1,2,1,2,2,0,1
80,12,1,2,1,1,2,1,2,0,0,1
80,13,1,1,1,0,1,1,0,0,1,1
80,14,1,1,0,1,1,1,0,1,1,1
80,15,1,0,1,1,1,1,1,1,2,1
80,16,1,0,1,2,1,1,1,2,2,1
80,17,1,1,2,2,1,2,2,2,1,1
80,18,2,2,2,2,1,2,2,1,1,1
80,19,2,1,1,2,2,1,2,2,2,1
80,20,2,2,1,1,2,1,0,1,1,0
80,21,1,1,1,1,0,1,0,1,1,1
80,22,1,1,1,1,1,2,1,1,1,1
80,23,1,1,2,1,1,1,0,1,0,1
80,24,1,2,1,1,1,2,1,0,2,1
80,25,2,1,2,2,1,2,1,1,2,1
80,26,2,2,2,1,2,0,0,0,1,1
80,27,1,1,2,2,2,1,2,0,1,1
80,28,1,2,2,0,1,1,0,1,1,1
80,29,1,2,0,0,1,0,1,1,1,1
80,30,1,0,1,1,0,1,1,1,0,1
80,31,1,1,1,2,1,1,1,0,1,1
80,32,1,1,1,1,0,0,0,1,2,1
80,33,2,1,2,2,0,2,2,0,0,1
80,34,2,1,0,1,1,1,2,2,2,1
80,35,1,1,1,1,0,1,1,1,0,1
80,36,1,1,1,0,1,1,1,0,1,1
80,37,1,1,0,1,1,1,0,1,1,1
80,38,1,0,1,1,1,0,1,1,0,1
80,39,1,0,1,0,0,2,1,1,1,1
80,40,1,1,0,1,2,1,1,1,2,1
80,41,1,2,0,1,0,1,0,0,1,1
80,42,1,0,1,1,1,0,0,1,1,1
80,43,1,1,1,1,0,1,1,1,1,1
80,44,1,1,1,0,1,0,1,1,1,1
80,45,1,1,2,0,1,0,1,1,0,1
80,46,1,0,1,2,1,1,1,1,1,1
80,47,2,1,0,2,1,0,1,1,0,0
80,48,1,1,1,0,0,1,1,0,0,1
80,49,1,1,0,1,1,1,0,0,1,1
80,50,1,0,1,1,1,1,0,1,1,1
80,51,1,1,1,0,1,1,1,1,1,1
80,52,1,1,0,1,1,1,1,1,1,1
80,53,1,1,1,1,1,1,0,1,0,1
80,54,1,1,1,0,1,0,1,0,1,1
80,55,1,0,0,1,0,0,1,0,1,1
80,56,2,1,1,2,1,2,1,2,2,1
80,57,1,1,1,1,0,1,1,1,1,1
80,58,1,1,1,1,1,1,1,1,0,1
80,59,1,1,1,1,1,1,1,0,1,1
80,60,1,1,1,1,0,0,1,1,0,1
80,61,2,1,1,1,1,2,0,2,2,1
80,62,1,1,0,0,0,1,0,1,1,1
80,63,1,0,0,1,1,0,1,1,2,1
80,64,1,1,0,0,0,1,2,1,0,1
80,65,1,0,0,1,1,1,1,0,0,1
80,66,1,0,1,1,1,1,0,0,1,1
80,67,1,1,1,1,1,0,0,1,1,1
80,68,1,0,1,0,1,0,1,1,1,1
80,69,1,0,1,1,0,1,1,1,2,1
80,70,1,1,1,0,1,2,1,2,2,1
80,71,1,0,1,1,2,0,2,2,1,1
80,72,2,1,1,0,1,1,1,1,1,0
80,73,2,2,2,1,2,0,1,1,1,1
80,74,1,1,1,0,0,1,1,2,1,1
80,75,1,1,0,1,1,1,2,1,1,1
81,0,1,1,1,0,1,1,1,1,2,1
81,1,1,1,0,1,1,1,1,2,1,1
81,2,1,0,1,1,1,2,2,1,2,1
81,3,2,1,2,1,2,2,2,2,2,1
81,4,2,2,1,0,2,1,2,2,1,1
81,5,1,1,0,0,2,1,2,1,1,1
81,6,1,0,0,1,1,2,1,1,1,1
81,7,1,1,1,1,2,1,1,1,1,1
81,8,1,1,1,1,1,2,1,0,1,1
81,9,1,1,1,2,2,2,1,1,1,1
81,10,2,2,2,2,2,2,1,2,2,1
81,11,2,2,2,1,2,1,2,2,0,1
81,12,1,2,1,1,2,1,2,0,0,1
81,13,1,1,1,2,1,1,0,0,1,1
81,14,1,1,2,1,1,1,0,1,1,1
81,15,1,2,1,1,1,1,1,1,0,1
81,16,1,2,1,2,1,1,1,2,2,1
81,17,1,1,2,2,1,2,2,2,1,1
81,18,2,2,2,2,1,2,2,1,1,1
81,19,2,1,1,2,2,1,2,2,2,1
81,20,2,0,1,1,1,1,1,1,1,0
81,21,1,1,1,1,0,1,0,1,1,1
81,22,1,1,1,1,1,0,1,1,1,1
81,23,1,1,0,1,1,1,0,1,0,1
81,24,1,0,1,1,1,2,1,0,2,1
81,25,2,1,2,2,1,2,1,1,2,1
81,26,2,2,2,1,2,2,0,0,1,1
81,27,1,1,2,2,2,1,2,2,1,1
81,28,1,2,2,0,1,1,2,1,1,1
81,29,1,2,0,0,1,0,1,1,1,1
81,30,1,0,1,1,0,1,1,1,0,1
81,31,1,1,1,0,1,1,1,0,1,1
81,32,1,1,1,1,0,0,0,1,0,1
81,33,2,1,2,2,0,2,0,0,0,1
81,34,2,1,0,1,1,1,2,2,2,1
81,35,1,1,1,1,2,1,1,1,0,1
81,36,1,1,1,0,1,1,1,0,1,1
81,37,1,1,0,1,1,1,0,1,1,1
81,38,1,0,1,1,1,0,1,1,0,1
81,39,1,0,1,0,0,0,1,1,1,1
81,40,1,1,2,1,0,1,1,1,2,1
81,41,1,2,2,1,0,1,0,0,1,1
81,42,1,2,1,1,1,0,0,1,1,1
81,43,1,1,1,1,0,1,1,1,1,1
81,44,1,1,1,0,1,0,1,1,1,1
81,45,1,1,0,0,1,0,1,1,0,1
81,46,1,0,1,0,1,1,1,1,1,1
81,47,2,2,1,1,2,1,0,1,1,0
81,48,1,1,1,2,0,1,1,0,0,1
81,49,1,1,2,1,1,1,0,0,1,1
81,50,1,2,1,1,1,1,0,1,1,1
81,51,1,1,1,0,1,1,1,1,1,1
81,52,1,1,0,1,1,1,1,1,1,1
81,53,1,1,1,1,1,1,0,1,2,1
81,54,1,1,1,0,1,0,1,2,1,1
81,55,1,0,0,1,0,0,1,0,1,1
81,56,2,1,1,2,1,2,1,2,2,1
81,57,1,1,1,1,0,1,1,1,1,1
81,58,1,1,1,1,1,1,1,1,0,1
81,59,1,1,1,1,1,1,1,0,1,1
81,60,1,1,1,1,0,2,1,1,0,1
81,61,2,1,1,1,1,2,0,2,2,1
81,62,1,1,0,0,2,1,0,1,1,1
81,63,1,0,0,1,1,0,1,1,2,1
81,64,1,1,0,0,0,1,2,1,0,1
81,65,1,0,0,1,1,1,1,0,0,1
81,66,1,0,1,1,1,1,0,0,1,1
81,67,1,1,1,1,1,0,0,1,1,1
81,68,1,0,1,2,1,0,1,1,1,1
81,69,1,2,1,1,0,1,1,1,2,1
81,70,1,1,1,0,1,2,1,2,2,1
81,71,1,0,1,1,2,0,2,2,1,1
81,72,2,1,1,1,1,1,0,1,1,0
81,73,2,2,2,1,2,0,1,1,1,1
81,74,1,1,1,0,0,1,1,0,1,1
81,75,1,1,0,1,1,1,0,1,1,1
82,0,1,1,1,0,1,1,1,1,0,1
82,1,1,1,0,1,1,1,1,0,1,1
82,2,1,0,1,1,1,2,0,1,2,1
82,3,2,1,2,1,2,2,2,2,2,1
82,4,2,2,1,0,2,1,2,2,1,1
82,5,1,1,0,0,2,1,2,1,1,1
82,6,1,0,0,1,1,0,1,1,1,1
82,7,1,1,1,1,0,1,1,1,1,1
82,8,1,1,1,1,1,0,1,0,1,1
82,9,1,1,1,2,0,2,1,1,1,1
82,10,2,2,2,2,2,2,1,2,2,1
82,11,2,2,2,1,2,1,2,2,0,1
82,12,1,2,1,1,2,1,2,0,0,1
82,13,1,1,1,0,1,1,0,0,1,1
82,14,1,1,0,1,1,1,0,1,1,1
82,15,1,0,1,1,1,1,1,1,0,1
82,16,1,0,1,2,1,1,1,2,2,1
82,17,1,1,2,2,1,2,2,2,1,1
82,18,2,2,2,2,1,2,2,1,1,1
82,19,2,1,1,2,2,1,2,2,0,1
82,20,2,1,1,0,1,1,1,0,1,0
82,21,1,1,1,1,0,1,0,1,1,1
82,22,1,1,1,1,1,0,1,1,1,1
82,23,1,1,0,1,1,1,2,1,0,1
82,24,1,0,1,1,1,2,1,0,2,1
82,25,2,1,2,2,1,2,1,1,2,1
82,26,2,2,2,1,2,0,0,0,1,1
82,27,1,1,2,2,2,1,2,0,1,1
82,28,1,2,2,0,1,1,0,1,1,1
82,29,1,2,0,0,1,0,1,1,1,1
82,30,1,0,1,1,0,1,1,1,2,1
82,31,1,1,1,0,1,1,1,2,1,1
82,32,1,1,1,1,2,0,2,1,0,1
82,33,2,1,2,2,0,2,0,0,0,1
82,34,2,1,0,1,1,1,2,2,2,1
82,35,1,1,1,1,0,1,1,1,2,1
82,36,1,1,1,0,1,1,1,2,1,1
82,37,1,1,0,1,1,1,2,1,1,1
82,38,1,0,1,1,1,2,1,1,2,1
82,39,1,2,1,0,2,0,1,1,1,1
82,40,1,1,0,1,0,1,1,1,2,1
82,41,1,2,0,1,0,1,0,0,1,1
82,42,1,0,1,1,1,2,0,1,1,1
82,43,1,1,1,1,2,1,1,1,1,1
82,44,1,1,1,2,1,2,1,1,1,1
82,45,1,1,0,0,1,0,1,1,0,1
82,46,1,2,1,0,1,1,1,1,1,1
82,47,2,1,1,1,1,1,1,1,1,0
82,48,1,1,1,0,0,1,1,0,0,1
82,49,1,1,0,1,1,1,0,0,1,1
82,50,1,0,1,1,1,1,0,1,1,1
82,51,1,1,1,2,1,1,1,1,1,1
82,52,1,1,2,1,1,1,1,1,1,1
82,53,1,1,1,1,1,1,0,1,0,1
82,54,1,1,1,2,1,0,1,0,1,1
82,55,1,0,0,1,0,0,1,0,1,1
82,56,2,1,1,2,1,2,1,2,2,1
82,57,1,1,1,1,0,1,1,1,1,1
82,58,1,1,1,1,1,1,1,1,0,1
82,59,1,1,1,1,1,1,1,0,1,1
82,60,1,1,1,1,0,0,1,1,0,1
82,61,2,1,1,1,1,2,0,2,2,1
82,62,1,1,0,0,0,1,0,1,1,1
82,63,1,0,0,1,1,0,1,1,2,1
82,64,1,1,0,0,0,1,2,1,0,1
82,65,1,0,0,1,1,1,1,0,0,1
82,66,1,0,1,1,1,1,0,0,1,1
82,67,1,1,1,1,1,0,0,1,1,1
82,68,1,0,1,0,1,0,1,1,1,1
82,69,1,0,1,1,0,1,1,1,2,1
82,70,1,1,1,0,1,2,1,2,2,1
82,71,1,0,1,1,2,0,2,2,1,1
82,72,2,1,1,1,1,1,1,2,1,0
82,73,2,2,2,1,2,0,1,1,1,1
82,74,1,1,1,0,0,1,1,0,1,1
82,75,1,1,0,1,1,1,0,1,1,1
83,0,1,1,1,0,1,1,1,1,0,1
83,1,1,1,0,1,1,1,1,0,1,1
83,2,1,0,1,1,1,2,0,1,2,1
83,3,2,1,2,1,2,2,2,2,2,1
83,4,2,2,1,0,2,1,2,2,1,1
83,5,1,1,0,0,2,1,2,1,1,1
83,6,1,0,0,1,1,0,1,1,1,1
83,7,1,1,1,1,0,1,1,1,1,1
83,8,1,1,1,1,1,0,1,0,1,1
83,9,1,1,1,2,0,2,1,1,1,1
83,10,2,2,2,2,2,2,1,2,2,1
83,11,2,2,2,1,2,1,2,2,0,1
83,12,1,2,1,1,2,1,2,0,0,1
83,13,1,1,1,0,1,1,0,0,1,1
83,14,1,1,0,1,1,1,0,1,1,1
83,15,1,0,1,1,1,1,1,1,0,1
83,16,1,0,1,2,1,1,1,2,2,1
83,17,1,1,2,2,1,2,2,2,1,1
83,18,2,2,2,2,1,2,2,1,1,1
83,19,2,1,1,2,2,1,2,2,0,1
83,20,2,1,0,1,1,1,1,1,1,0
83,21,1,1,1,1,0,1,0,1,1,1
83,22,1,1,1,1,1,0,1,1,1,1
83,23,1,1,0,1,1,1,0,1,0,1
83,24,1,0,1,1,1,2,1,0,2,1
83,25,2,1,2,2,1,2,1,1,2,1
83,26,2,2,2,1,2,0,0,0,1,1
83,27,1,1,2,2,2,1,2,0,1,1
83,28,1,2,2,0,1,1,0,1,1,1
83,29,1,2,0,0,1,0,1,1,1,1
83,30,1,0,1,1,0,1,1,1,0,1
83,31,1,1,1,0,1,1,1,0,1,1
83,32,1,1,1,1,0,0,0,1,0,1
83,33,2,1,2,2,0,2,0,0,0,1
83,34,2,1,0,1,1,1,2,2,2,1
83,35,1,1,1,1,0,1,1,1,0,1
83,36,1,1,1,0,1,1,1,0,1,1
83,37,1,1,0,1,1,1,0,1,1,1
83,38,1,0,1,1,1,0,1,1,0,1
83,39,1,0,1,0,0,0,1,1,1,1
83,40,1,1,0,1,0,1,1,1,2,1
83,41,1,2,0,1,0,1,0,0,1,1
83,42,1,0,1,1,1,0,0,1,1,1
83,43,1,1,1,1,0,1,1,1,1,1
83,44,1,1,1,0,1,0,1,1,1,1
83,45,1,1,0,0,1,2,1,1,2,1
83,46,1,0,1,0,1,1,1,1,1,1
83,47,2,0,0,0,1,0,1,2,0,0
83,48,1,1,1,0,0,1,1,0,0,1
83,49,1,1,0,1,1,1,0,0,1,1
83,50,1,0,1,1,1,1,0,1,1,1
83,51,1,1,1,0,1,1,1,1,1,1
83,52,1,1,0,1,1,1,1,1,1,1
83,53,1,1,1,1,1,1,2,1,0,1
83,54,1,1,1,0,1,2,1,0,1,1
83,55,1,0,0,1,0,0,1,0,1,1
83,56,2,1,1,2,1,2,1,2,2,1
83,57,1,1,1,1,0,1,1,1,1,1
83,58,1,1,1,1,1,1,1,1,2,1
83,59,1,1,1,1,1,1,1,2,1,1
83,60,1,1,1,1,2,0,1,1,0,1
83,61,2,1,1,1,1,2,0,2,2,1
83,62,1,1,2,0,0,1,0,1,1,1
83,63,1,2,0,1,1,0,1,1,2,1
83,64,1,1,0,0,0,1,2,1,2,1
83,65,1,0,0,1,1,1,1,2,0,1
83,66,1,0,1,1,1,1,2,0,1,1
83,67,1,1,1,1,1,2,0,1,1,1
83,68,1,2,1,0,1,0,1,1,1,1
83,69,1,0,1,1,0,1,1,1,2,1
83,70,1,1,1,0,1,2,1,2,2,1
83,71,1,0,1,1,2,2,2,2,1,1
83,72,2,1,0,0,1,0,0,1,1,0
83,73,2,2,2,1,2,0,1,1,1,1
83,74,1,1,1,2,0,1,1,0,1,1
83,75,1,1,2,1,1,1,0,1,1,1
84,0,1,1,1,0,1,1,1,1,2,1
84,1,1,1,0,1,1,1,1,2,1,1
84,2,1,0,1,1,1,2,2,1,2,1
84,3,2,1,2,1,2,2,2,2,2,1
84,4,2,2,1,2,2,1,2,2,1,1
84,5,1,1,2,0,2,1,2,1,1,1
84,6,1,2,0,1,1,0,1,1,1,1
84,7,1,1,1,1,0,1,1,1,1,1
84,8,1,1,1,1,1,2,1,0,1,1
84,9,1,1,1,2,2,2,1,1,1,1
84,10,2,2,2,2,2,2,1,2,2,1
84,11,2,2,2,1,2,1,2,2,0,1
84,12,1,2,1,1,2,1,2,0,0,1
84,13,1,1,1,0,1,1,0,0,1,1
84,14,1,1,0,1,1,1,0,1,1,1
84,15,1,0,1,1,1,1,1,1,0,1
84,16,1,2,1,2,1,1,1,2,2,1
84,17,1,1,2,2,1,2,2,2,1,1
84,18,2,2,2,2,1,2,2,1,1,1
84,19,2,1,1,2,2,1,2,2,0,1
84,20,2,1,1,1,1,1,1,1,1,0
84,21,1,1,1,1,0,1,0,1,1,1
84,22,1,1,1,1,1,0,1,1,1,1
84,23,1,1,0,1,1,1,0,1,0,1
84,24,1,0,1,1,1,2,1,0,2,1
84,25,2,1,2,2,1,2,1,1,2,1
84,26,2,2,2,1,2,0,0,0,1,1
84,27,1,1,2,2,2,1,2,0,1,1
84,28,1,2,2,0,1,1,0,1,1,1
84,29,1,2,0,0,1,0,1,1,1,1
84,30,1,0,1,1,0,1,1,1,0,1
84,31,1,1,1,0,1,1,1,0,1,1
84,32,1,1,1,1,0,0,2,1,0,1
84,33,2,1,2,2,0,2,0,0,0,1
84,34,2,1,0,1,1,1,2,2,2,1
84,35,1,1,1,1,0,1,1,1,0,1
84,36,1,1,1,0,1,1,1,0,1,1
84,37,1,1,0,1,1,1,0,1,1,1
84,38,1,0,1,1,1,0,1,1,2,1
84,39,1,0,1,0,2,0,1,1,1,1
84,40,1,1,2,1,0,1,1,1,2,1
84,41,1,2,0,1,0,1,0,0,1,1
84,42,1,0,1,1,1,0,0,1,1,1
84,43,1,1,1,1,0,1,1,1,1,1
84,44,1,1,1,0,1,2,1,1,1,1
84,45,1,1,0,0,1,0,1,1,0,1
84,46,1,2,1,0,1,1,1,1,1,1
84,47,2,1,1,1,1,0,2,1,1,0
84,48,1,1,1,0,0,1,1,0,0,1
84,49,1,1,0,1,1,1,0,0,1,1
84,50,1,0,1,1,1,1,0,1,1,1
84,51,1,1,1,2,1,1,1,1,1,1
84,52,1,1,2,1,1,1,1,1,1,1
84,53,1,1,1,1,1,1,0,1,0,1
84,54,1,1,1,2,1,0,1,0,1,1
84,55,1,0,0,1,0,0,1,0,1,1
84,56,2,1,1,2,1,2,1,2,2,1
84,57,1,1,1,1,0,1,1,1,1,1
84,58,1,1,1,1,1,1,1,1,0,1
84,59,1,1,1,1,1,1,1,0,1,1
84,60,1,1,1,1,0,0,1,1,0,1
84,61,2,1,1,1,1,2,0,2,2,1
84,62,1,1,0,0,0,1,0,1,1,1
84,63,1,0,0,1,1,0,1,1,2,1
84,64,1,1,0,0,0,1,2,1,0,1
84,65,1,0,0,1,1,1,1,0,0,1
84,66,1,0,1,1,1,1,0,0,1,1
84,67,1,1,1,1,1,0,0,1,1,1
84,68,1,0,1,0,1,0,1,1,1,1
84,69,1,0,1,1,0,1,1,1,2,1
84,70,1,1,1,0,1,2,1,2,2,1
84,71,1,0,1,1,2,0,2,2,1,1
84,72,2,1,1,1,1,1,0,1,1,0
84,73,2,2,2,1,2,0,1,1,1,1
84,74,1,1,1,0,0,1,1,0,1,1
84,75,1,1,0,1,1,1,0,1,1,1
85,0,1,1,1,0,1,1,1,1,0,1
85,1,1,1,0,1,1,1,1,0,1,1
85,2,1,0,1,1,1,2,0,1,2,1
85,3,2,1,2,1,2,2,2,2,2,1
85,4,2,2,1,0,2,1,2,2,1,1
85,5,1,1,0,0,2,1,2,1,1,1
85,6,1,0,0,1,1,0,1,1,1,1
85,7,1,1,1,1,0,1,1,1,1,1
85,8,1,1,1,1,1,0,1,0,1,1
85,9,1,1,1,2,0,2,1,1,1,1
85,10,2,2,2,2,2,2,1,2,2,1
85,11,2,2,2,1,2,1,2,2,0,1
85,12,1,2,1,1,2,1,2,0,0,1
85,13,1,1,1,0,1,1,0,0,1,1
85,14,1,1,0,1,1,1,0,1,1,1
85,15,1,0,1,1,1,1,1,1,0,1
85,16,1,0,1,2,1,1,1,2,2,1
85,17,1,1,2,2,1,2,2,2,1,1
85,18,2,2,2,2,1,2,2,1,1,1
85,19,2,1,1,2,2,1,2,2,0,1
85,20,2,1,0,1,1,1,1,1,1,0
85,21,1,1,1,1,0,1,0,1,1,1
85,22,1,1,1,1,1,0,1,1,1,1
85,23,1,1,0,1,1,1,0,1,0,1
85,24,1,0,1,1,1,2,1,0,2,1
85,25,2,1,2,2,1,2,1,1,2,1
85,26,2,2,2,1,2,0,0,0,1,1
85,27,1,1,2,2,2,1,2,0,1,1
85,28,1,2,2,0,1,1,0,1,1,1
85,29,1,2,0,0,1,0,1,1,1,1
85,30,1,0,1,1,0,1,1,1,0,1
85,31,1,1,1,0,1,1,1,0,1,1
85,32,1,1,1,1,0,0,0,1,0,1
85,33,2,1,2,2,0,2,0,0,0,1
85,34,2,1,0,1,1,1,2,2,2,1
85,35,1,1,1,1,0,1,1,1,2,1
85,36,1,1,1,0,1,1,1,2,1,1
85,37,1,1,0,1,1,1,2,1,1,1
